,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,symbol,name,area,industry,list_date,证券代码,证券名称,一级行业代码,一级行业名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称,四级行业代码,四级行业名称,个股静态市盈率,个股滚动市盈率,个股市净率,个股股息率,is_up
4726,688185.SH,20250620,57.85,61.16,57.65,60.8,57.85,2.95,5.0994,23123.47,137934.185,688185,康希诺,天津,生物制药,20200813,688185,康希诺,35,医药卫生,3520,医药,352010,生物药品,35201020,疫苗,-,-,3.05,-,True
4727,688186.SH,20250620,26.8,26.88,26.08,26.11,26.81,-0.7,-2.611,32896.35,86735.864,688186,广大特材,江苏,特种钢,20200211,688186,广大特材,15,原材料,1530,钢铁,153010,钢铁,15301020,特钢,50.91,31.68,1.67,0.40,False
4728,688187.SH,20250620,41.49,41.75,41.16,41.16,41.49,-0.33,-0.7954,25579.22,105898.971,688187,时代电气,湖南,运输设备,20210907,688187,时代电气,20,工业,2040,机械制造,204030,交通运输设备,20403010,城轨铁路,16.19,15.78,1.41,1.83,False
4729,688188.SH,20250620,139.17,139.67,131.01,131.96,139.86,-7.9,-5.6485,26427.42,351459.947,688188,柏楚电子,上海,专用机械,20190808,688188,柏楚电子,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,45.58,42.59,7.01,0.37,False
4730,688189.SH,20250620,7.25,7.3,7.16,7.19,7.23,-0.04,-0.5533,36041.06,26043.445,688189,南新制药,湖南,化学制药,20200326,688189,南新制药,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,-,-,2.27,-,False
4731,688190.SH,20250620,82.3,87.66,82.01,86.49,82.24,4.25,5.1678,16718.71,143501.519,688190,云路股份,山东,矿物制品,20211126,688190,云路股份,15,原材料,1520,有色金属,152030,稀有金属,15203010,稀土金属,28.23,27.98,3.94,1.35,True
4732,688191.SH,20250620,20.52,20.9,20.2,20.44,20.56,-0.12,-0.5837,21607.86,44203.846,688191,智洋创新,山东,软件服务,20210408,688191,智洋创新,20,工业,2030,电力设备,203020,电网设备,20302010,电网自动化,90.25,108.43,5.26,1.00,False
4733,688192.SH,20250620,61.09,61.81,60.2,60.85,61.09,-0.24,-0.3929,19207.66,117106.153,688192,迪哲医药-U,江苏,生物制药,20211210,688192,迪哲医药,35,医药卫生,3520,医药,352010,生物药品,35201030,其他生物药品,-,-,1594.97,-,False
4734,688193.SH,20250620,38.33,38.88,38.04,38.13,38.09,0.04,0.105,2186.48,8391.102,688193,仁度生物,上海,医疗保健,20220330,688193,仁度生物,35,医药卫生,3510,医疗,351010,医疗器械,35101030,体外诊断,-,-,1.74,0.74,True
4735,688195.SH,20250620,44.01,44.64,42.52,42.59,43.69,-1.1,-2.5177,38456.1,165885.406,688195,腾景科技,福建,元器件,20210326,688195,腾景科技,45,信息技术,4520,电子,452030,光学光电子,45203030,光学元件,78.58,76.61,5.87,0.64,False
4736,688196.SH,20250620,44.39,45.0,43.8,43.99,44.32,-0.33,-0.7446,7304.59,32496.39,688196,卓越新能,福建,环境保护,20191121,688196,卓越新能,20,工业,2050,环保,205020,节能与生态修复,20502010,节能与资源回收,38.29,31.47,2.00,0.57,False
4737,688197.SH,20250620,35.1,35.76,34.83,34.96,35.44,-0.48,-1.3544,9244.43,32575.545,688197,首药控股-U,北京,化学制药,20220323,688197,首药控股,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,-,-,7.81,-,False
4738,688198.SH,20250620,100.25,102.87,100.25,101.6,100.56,1.04,1.0342,2811.39,28686.91,688198,佰仁医疗,北京,医疗保健,20191209,688198,佰仁医疗,35,医药卫生,3510,医疗,351010,医疗器械,35101020,医疗耗材,98.35,84.40,11.18,0.76,True
4739,688199.SH,20250620,21.86,22.09,20.96,21.07,21.5,-0.43,-2.0,63056.72,134908.245,688199,久日新材,天津,化工原料,20191105,688199,久日新材,15,原材料,1510,化工,151040,化学制品,15104080,其他化学制品,-,-,1.30,-,False
4740,688200.SH,20250620,134.27,139.59,133.8,138.1,133.8,4.3,3.2138,14780.64,202913.313,688200,华峰测控,北京,半导体,20200218,688200,华峰测控,45,信息技术,4530,半导体,453030,半导体材料与设备,45303020,半导体设备,54.64,49.00,5.02,1.14,True
4741,688201.SH,20250620,10.2,10.28,9.8,10.06,10.33,-0.27,-2.6137,131521.02,131573.035,688201,信安世纪,北京,软件服务,20210421,688201,信安世纪,45,信息技术,4510,计算机,451010,软件开发,45101010,通用软件,-,-,2.56,0.20,False
4742,688202.SH,20250620,32.83,33.13,32.43,32.65,32.83,-0.18,-0.5483,19949.86,65398.638,688202,美迪西,上海,医疗保健,20191105,688202,美迪西,35,医药卫生,3520,医药,352040,制药与生物科技服务,35204010,制药与生物科技服务,-,-,2.16,-,False
4743,688203.SH,20250620,14.12,14.8,13.02,13.06,14.62,-1.56,-10.6703,134588.21,183953.83,688203,海正生材,浙江,塑料,20220816,688203,海正生材,15,原材料,1510,化工,151050,塑料,15105020,合成树脂,73.93,91.04,1.76,-,False
4744,688205.SH,20250620,73.99,74.0,65.6,65.82,74.45,-8.63,-11.5917,100413.69,681734.73,688205,德科立,江苏,通信设备,20220809,688205,德科立,50,通信服务,5020,通信设备及技术服务,502010,通信设备,50201020,通信系统设备及组件,101.41,110.75,4.51,0.59,False
4745,688206.SH,20250620,25.41,26.14,25.4,25.56,25.5,0.06,0.2353,52724.54,135597.739,688206,概伦电子,上海,半导体,20211228,688206,概伦电子,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,-,-,5.75,-,True
4746,688207.SH,20250620,13.97,14.16,13.63,13.65,13.97,-0.32,-2.2906,29129.03,40296.843,688207,格灵深瞳,北京,软件服务,20220317,688207,格灵深瞳,45,信息技术,4510,计算机,451010,软件开发,45101010,通用软件,-,-,1.82,-,False
4747,688208.SH,20250620,29.9,29.99,29.3,29.37,29.89,-0.52,-1.7397,62005.65,182813.815,688208,道通科技,深圳,IT设备,20200213,688208,道通科技,20,工业,2040,机械制造,204010,通用机械,20401050,仪器仪表,31.44,28.16,5.35,1.98,False
4748,688209.SH,20250620,17.0,17.3,16.93,16.99,17.06,-0.07,-0.4103,18400.95,31387.922,688209,英集芯,深圳,半导体,20220419,688209,英集芯,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,60.37,53.60,3.73,0.16,False
4749,688210.SH,20250620,22.07,22.48,21.08,21.18,22.07,-0.89,-4.0326,74788.24,161400.652,688210,统联精密,深圳,元器件,20211227,688210,统联精密,45,信息技术,4520,电子,452010,电子终端及组件,45201010,电脑与外围设备,41.07,48.89,2.41,1.03,False
4750,688211.SH,20250620,30.64,31.55,30.53,30.68,30.7,-0.02,-0.0651,6109.97,18864.068,688211,中科微至,江苏,专用机械,20211026,688211,中科微至,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,-,-,1.16,0.25,False
4751,688212.SH,20250620,47.06,47.06,45.91,46.05,46.5,-0.45,-0.9677,12200.23,56475.86,688212,澳华内镜,上海,医疗保健,20211115,688212,澳华内镜,35,医药卫生,3510,医疗,351010,医疗器械,35101010,医疗设备,337.88,-,5.40,0.57,False
4752,688213.SH,20250620,95.76,95.76,91.81,93.11,95.34,-2.23,-2.339,41658.72,387880.557,688213,思特威-W,上海,半导体,20220520,688213,思特威,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,96.33,66.36,8.49,0.17,False
4753,688215.SH,20250620,35.88,35.88,34.1,34.11,34.94,-0.83,-2.3755,4800.05,16530.788,688215,瑞晟智能,浙江,专用机械,20200828,688215,瑞晟智能,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,119.94,116.65,4.12,0.21,False
4754,688216.SH,20250620,21.4,21.53,20.6,20.74,21.05,-0.31,-1.4727,12888.13,27054.577,688216,气派科技,深圳,半导体,20210623,688216,气派科技,45,信息技术,4530,半导体,453010,集成电路,45301030,集成电路封测,-,-,3.60,-,False
4755,688217.SH,20250620,23.09,23.7,23.05,23.28,23.09,0.19,0.8229,10005.97,23411.488,688217,睿昂基因,上海,医疗保健,20210517,688217,睿昂基因,35,医药卫生,3510,医疗,351010,医疗器械,35101030,体外诊断,-,-,1.47,-,True
4756,688218.SH,20250620,20.73,20.95,20.07,20.17,20.72,-0.55,-2.6544,26026.3,53095.265,688218,江苏北人,江苏,专用机械,20191211,688218,江苏北人,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,54.40,112.13,2.65,1.65,False
4757,688219.SH,20250620,12.7,12.81,12.18,12.25,12.84,-0.59,-4.595,107349.89,133325.649,688219,会通股份,安徽,塑料,20201118,688219,会通股份,15,原材料,1510,化工,151050,塑料,15105010,改性塑料,30.28,29.32,2.55,0.78,False
4758,688220.SH,20250620,73.05,73.84,69.8,70.03,73.38,-3.35,-4.5653,66714.84,474006.802,688220,翱捷科技-U,上海,半导体,20220114,688220,翱捷科技,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,-,-,5.42,-,False
4759,688221.SH,20250620,9.68,9.77,9.61,9.64,9.71,-0.07,-0.7209,17035.7,16471.495,688221,前沿生物-U,江苏,生物制药,20201028,688221,前沿生物,35,医药卫生,3520,医药,352010,生物药品,35201030,其他生物药品,-,-,3.46,-,False
4760,688222.SH,20250620,15.62,15.7,15.29,15.38,15.62,-0.24,-1.5365,53764.94,82980.79,688222,成都先导,四川,化学制药,20200416,688222,成都先导,35,医药卫生,3520,医药,352040,制药与生物科技服务,35204010,制药与生物科技服务,127.01,99.28,4.58,0.31,False
4761,688223.SH,20250620,4.93,5.08,4.89,4.95,4.9,0.05,1.0204,833596.93,415753.465,688223,晶科能源,江西,电气设备,20220126,688223,晶科能源,20,工业,2030,电力设备,203010,发电设备,20301010,光伏设备,511.75,-,1.64,4.41,True
4762,688225.SH,20250620,19.94,20.08,19.13,19.18,19.89,-0.71,-3.5696,19911.21,38785.861,688225,亚信安全,江苏,软件服务,20220209,688225,亚信安全,45,信息技术,4510,计算机,451010,软件开发,45101010,通用软件,876.29,-,4.35,-,False
4763,688226.SH,20250620,27.99,28.37,27.57,27.94,27.86,0.08,0.2872,7000.23,19558.773,688226,威腾电气,江苏,电气设备,20210707,688226,威腾电气,20,工业,2030,电力设备,203020,电网设备,20302030,配电设备,54.59,71.07,3.07,0.70,True
4764,688227.SH,20250620,28.75,28.99,28.11,28.22,28.8,-0.58,-2.0139,9532.97,27057.192,688227,品高股份,广东,软件服务,20211230,688227,品高股份,45,信息技术,4510,计算机,451020,信息技术服务,45102020,云计算服务,-,-,2.59,-,False
4765,688228.SH,20250620,57.75,58.34,56.11,56.29,58.09,-1.8,-3.0986,10667.95,60602.019,688228,开普云,广东,软件服务,20200327,688228,开普云,45,信息技术,4510,计算机,451010,软件开发,45101020,行业应用软件,183.30,179.41,2.90,0.59,False
4766,688229.SH,20250620,48.29,48.99,46.37,46.48,47.99,-1.51,-3.1465,6554.96,30907.656,688229,博睿数据,北京,软件服务,20200817,688229,博睿数据,45,信息技术,4510,计算机,451020,信息技术服务,45102030,其他IT与互联网服务,-,-,5.29,-,False
4767,688230.SH,20250620,50.12,50.81,48.56,48.68,50.01,-1.33,-2.6595,11046.91,54479.953,688230,芯导科技,上海,半导体,20211201,688230,芯导科技,45,信息技术,4530,半导体,453020,分立器件,45302010,分立器件,54.98,55.17,2.68,2.68,False
4768,688231.SH,20250620,16.41,16.56,16.29,16.39,16.44,-0.05,-0.3041,13779.5,22591.985,688231,隆达股份,江苏,航空,20220722,688231,隆达股份,15,原材料,1520,有色金属,152040,其他有色金属及合金,15204020,其他有色金属及合金,63.25,62.42,1.53,1.67,False
4769,688232.SH,20250620,29.06,29.18,28.53,28.68,29.01,-0.33,-1.1375,10030.77,28886.921,688232,新点软件,江苏,软件服务,20211117,688232,新点软件,45,信息技术,4510,计算机,451010,软件开发,45101020,行业应用软件,47.96,45.26,1.79,1.20,False
4770,688233.SH,20250620,28.18,29.3,28.13,28.5,28.02,0.48,1.7131,57698.27,165753.001,688233,神工股份,辽宁,半导体,20200221,688233,神工股份,45,信息技术,4530,半导体,453030,半导体材料与设备,45303010,半导体材料,109.22,65.90,2.47,-,True
4771,688234.SH,20250620,57.75,58.85,57.08,57.38,57.89,-0.51,-0.881,24918.82,144265.354,688234,天岳先进,山东,半导体,20220112,688234,天岳先进,45,信息技术,4530,半导体,453030,半导体材料与设备,45303010,半导体材料,135.64,171.68,4.56,-,False
4772,688235.SH,20250620,247.0,249.0,243.0,244.89,246.51,-1.62,-0.6572,15020.87,368093.608,688235,百济神州-U,北京,生物制药,20211215,688235,百济神州,35,医药卫生,3520,医药,352010,生物药品,35201030,其他生物药品,-,-,14.28,-,False
4773,688236.SH,20250620,15.96,16.16,15.92,16.01,15.97,0.04,0.2505,11939.11,19147.643,688236,春立医疗,北京,医疗保健,20211230,688236,春立医疗,35,医药卫生,3510,医疗,351010,医疗器械,35101020,医疗耗材,50.42,49.29,2.19,2.71,True
4774,688237.SH,20250620,25.45,25.77,25.12,25.73,25.55,0.18,0.7045,8446.99,21548.873,688237,超卓航科,湖北,航空,20220701,688237,超卓航科,20,工业,2010,航空航天与国防,201010,航空航天,20101010,航空,178.57,-,1.89,1.30,True
4775,688238.SH,20250620,5.86,5.97,5.84,5.85,5.87,-0.02,-0.3407,59534.09,35024.995,688238,和元生物,上海,医疗保健,20220322,688238,和元生物,35,医药卫生,3520,医药,352040,制药与生物科技服务,35204010,制药与生物科技服务,-,-,2.41,-,False
4776,688239.SH,20250620,31.0,31.18,30.59,30.77,30.86,-0.09,-0.2916,12837.26,39659.339,688239,航宇科技,贵州,航空,20210705,688239,航宇科技,20,工业,2010,航空航天与国防,201010,航空航天,20101010,航空,31.93,34.28,3.21,0.51,False
4777,688244.SH,20250620,23.5,23.53,22.3,22.3,23.5,-1.2,-5.1064,22675.85,51636.889,688244,永信至诚,北京,软件服务,20221019,688244,永信至诚,45,信息技术,4510,计算机,451010,软件开发,45101010,通用软件,428.56,812.53,3.62,0.43,False
4778,688246.SH,20250620,26.26,26.6,25.9,26.05,26.39,-0.34,-1.2884,12934.13,33790.861,688246,嘉和美康,北京,软件服务,20211214,688246,嘉和美康,45,信息技术,4510,计算机,451010,软件开发,45101020,行业应用软件,-,-,2.40,-,False
4779,688247.SH,20250620,10.1,10.12,9.95,9.98,9.98,0.0,0.0,16062.65,16134.95,688247,宣泰医药,上海,化学制药,20220825,688247,宣泰医药,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,36.96,37.67,3.65,0.63,False
4780,688248.SH,20250620,31.2,31.63,30.7,30.8,31.29,-0.49,-1.566,21898.07,68213.11,688248,南网科技,广东,电气设备,20211222,688248,南网科技,20,工业,2030,电力设备,203020,电网设备,20302010,电网自动化,48.37,46.47,5.80,0.99,False
4781,688249.SH,20250620,19.37,19.59,19.27,19.39,19.31,0.08,0.4143,96312.14,186844.694,688249,晶合集成,安徽,半导体,20230505,688249,晶合集成,45,信息技术,4530,半导体,453010,集成电路,45301020,集成电路制造,76.99,69.65,1.95,-,True
4782,688251.SH,20250620,19.86,20.13,19.53,19.69,19.86,-0.17,-0.856,9305.21,18384.094,688251,井松智能,安徽,专用机械,20220606,688251,井松智能,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,40.78,33.42,2.09,1.03,False
4783,688252.SH,20250620,23.55,23.79,23.2,23.22,23.48,-0.26,-1.1073,56516.97,132590.625,688252,天德钰,深圳,半导体,20220927,688252,天德钰,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,32.68,28.70,3.98,0.25,False
4784,688253.SH,20250620,30.43,30.64,30.18,30.3,30.4,-0.1,-0.3289,6549.65,19882.47,688253,英诺特,北京,医疗保健,20220728,688253,英诺特,35,医药卫生,3510,医疗,351010,医疗器械,35101030,体外诊断,17.01,21.42,2.04,1.30,False
4785,688255.SH,20250620,32.28,32.5,31.01,31.18,32.28,-1.1,-3.4077,14474.31,45766.89,688255,凯尔达,浙江,机械基件,20211025,688255,凯尔达,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,119.67,156.09,3.54,0.42,False
4786,688256.SH,20250620,581.49,584.0,567.11,573.97,582.08,-8.11,-1.3933,37192.6,2137606.874,688256,寒武纪-U,北京,半导体,20200720,688256,寒武纪,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,-,1945.40,43.33,-,False
4787,688257.SH,20250620,13.89,14.12,13.68,13.68,13.9,-0.22,-1.5827,18140.71,25108.778,688257,新锐股份,江苏,机械基件,20211027,688257,新锐股份,20,工业,2040,机械制造,204020,专用机械,20402020,采矿冶金机械,19.66,19.32,1.58,3.25,False
4788,688258.SH,20250620,46.31,47.25,44.86,44.94,46.95,-2.01,-4.2812,35808.54,163192.195,688258,卓易信息,江苏,软件服务,20191209,688258,卓易信息,45,信息技术,4510,计算机,451020,信息技术服务,45102020,云计算服务,171.67,162.40,6.55,0.30,False
4789,688259.SH,20250620,38.22,38.89,37.5,37.5,38.55,-1.05,-2.7237,18002.13,68457.727,688259,创耀科技,江苏,半导体,20220112,688259,创耀科技,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,70.28,74.40,2.79,0.88,False
4790,688260.SH,20250620,16.09,16.2,15.42,15.44,16.07,-0.63,-3.9203,25188.5,39518.844,688260,昀冢科技,江苏,元器件,20210406,688260,昀冢科技,45,信息技术,4520,电子,452010,电子终端及组件,45201030,消费电子组件及零部件,-,-,11.10,-,False
4791,688261.SH,20250620,38.3,38.86,37.92,38.0,38.05,-0.05,-0.1314,11799.62,45206.319,688261,东微半导,江苏,半导体,20220210,688261,东微半导,45,信息技术,4530,半导体,453020,分立器件,45302010,分立器件,114.14,104.98,1.58,0.37,False
4792,688262.SH,20250620,25.47,25.95,25.14,25.15,25.48,-0.33,-1.2951,42386.05,108017.792,688262,国芯科技,江苏,半导体,20220106,688262,国芯科技,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,-,-,3.84,-,False
4793,688265.SH,20250620,28.2,28.69,27.95,27.99,28.16,-0.17,-0.6037,6628.84,18725.1,688265,南模生物,上海,医疗保健,20211228,688265,南模生物,35,医药卫生,3520,医药,352040,制药与生物科技服务,35204010,制药与生物科技服务,343.16,120.97,1.32,0.45,False
4794,688266.SH,20250620,114.77,114.77,111.3,112.31,113.34,-1.03,-0.9088,30082.15,338370.638,688266,泽璟制药-U,江苏,生物制药,20200123,688266,泽璟制药,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,-,-,25.30,-,False
4795,688267.SH,20250620,27.53,29.88,27.15,29.56,27.53,2.03,7.3738,82746.86,238416.321,688267,中触媒,辽宁,化工原料,20220216,688267,中触媒,15,原材料,1510,化工,151040,化学制品,15104080,其他化学制品,32.51,31.30,1.71,0.73,True
4796,688268.SH,20250620,47.5,48.2,47.43,47.43,47.42,0.01,0.0211,11734.17,56140.522,688268,华特气体,广东,化工原料,20191226,688268,华特气体,45,信息技术,4520,电子,452040,电子化学品,45204010,电子化学品,30.56,30.68,2.83,1.06,True
4797,688269.SH,20250620,32.75,33.39,32.61,33.1,32.67,0.43,1.3162,12139.49,40063.924,688269,凯立新材,陕西,化工原料,20210609,688269,凯立新材,15,原材料,1510,化工,151040,化学制品,15104080,其他化学制品,48.91,43.97,4.49,2.02,True
4798,688270.SH,20250620,42.59,42.85,41.95,42.0,42.59,-0.59,-1.3853,21953.83,92814.693,688270,臻镭科技,浙江,半导体,20220127,688270,臻镭科技,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,519.61,201.65,4.29,-,False
4799,688271.SH,20250620,127.36,128.46,126.51,128.46,127.12,1.34,1.0541,22930.55,292590.412,688271,联影医疗,上海,医疗保健,20220822,688271,联影医疗,35,医药卫生,3510,医疗,351010,医疗器械,35101010,医疗设备,84.58,84.13,5.26,0.29,True
4800,688272.SH,20250620,25.9,26.4,24.71,24.85,27.1,-2.25,-8.3026,40860.88,103528.434,688272,富吉瑞,北京,元器件,20211018,688272,富吉瑞,20,工业,2010,航空航天与国防,201020,国防装备,20102010,国防装备,145.87,-,3.44,-,False
4801,688273.SH,20250620,27.25,27.33,26.68,26.72,27.17,-0.45,-1.6562,9045.85,24302.572,688273,麦澜德,江苏,医疗保健,20220811,688273,麦澜德,35,医药卫生,3510,医疗,351010,医疗器械,35101010,医疗设备,27.54,26.61,2.07,3.52,False
4802,688275.SH,20250620,37.56,39.88,37.52,38.06,37.58,0.48,1.2773,45234.83,176005.102,688275,万润新能,湖北,电气设备,20220929,688275,万润新能,20,工业,2030,电力设备,203030,储能设备,20303020,电池部件及材料,-,-,0.85,-,True
4803,688276.SH,20250620,20.27,20.67,20.27,20.44,20.37,0.07,0.3436,14848.37,30434.329,688276,百克生物,吉林,生物制药,20210625,688276,百克生物,35,医药卫生,3520,医药,352010,生物药品,35201020,疫苗,37.68,50.67,2.07,-,True
4804,688277.SH,20250620,12.9,13.06,12.75,12.79,12.87,-0.08,-0.6216,28421.37,36617.798,688277,天智航-U,北京,医疗保健,20200707,688277,天智航,35,医药卫生,3510,医疗,351010,医疗器械,35101010,医疗设备,-,-,4.70,-,False
4805,688278.SH,20250620,70.87,70.88,68.5,68.62,70.5,-1.88,-2.6667,23451.98,162547.583,688278,特宝生物,福建,生物制药,20200117,688278,特宝生物,35,医药卫生,3520,医药,352010,生物药品,35201030,其他生物药品,35.63,33.47,10.72,0.86,False
4806,688279.SH,20250620,199.59,203.88,193.5,194.46,201.64,-7.18,-3.5608,11537.38,225954.351,688279,峰岹科技,深圳,半导体,20220420,688279,峰岹科技,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,80.50,80.55,6.80,0.72,False
4807,688280.SH,20250620,6.72,6.79,6.58,6.62,6.7,-0.08,-1.194,110601.08,73638.882,688280,精进电动-UW,北京,汽车配件,20211027,688280,精进电动,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101030,汽车电子,-,-,6.47,-,False
4808,688281.SH,20250620,53.81,54.77,53.7,54.0,54.49,-0.49,-0.8992,9855.13,53390.152,688281,华秦科技,陕西,航空,20220307,688281,华秦科技,20,工业,2010,航空航天与国防,201020,国防装备,20102010,国防装备,36.99,42.27,3.32,0.82,False
4809,688282.SH,20250620,41.46,42.37,40.7,41.13,41.96,-0.83,-1.9781,6066.38,25072.432,688282,理工导航,北京,通信设备,20220318,688282,理工导航,20,工业,2010,航空航天与国防,201010,航空航天,20101020,航天,-,1321.82,2.82,-,False
4810,688283.SH,20250620,26.04,26.24,25.43,25.69,25.91,-0.22,-0.8491,3586.19,9239.298,688283,坤恒顺维,四川,电器仪表,20220215,688283,坤恒顺维,20,工业,2040,机械制造,204010,通用机械,20401050,仪器仪表,85.84,95.54,3.28,0.58,False
4811,688285.SH,20250620,7.84,7.97,7.84,7.9,7.83,0.07,0.894,13502.55,10685.384,688285,高铁电气,陕西,运输设备,20211020,688285,高铁电气,20,工业,2040,机械制造,204030,交通运输设备,20403010,城轨铁路,67.37,60.67,1.84,0.35,True
4812,688286.SH,20250620,65.0,66.29,64.06,64.13,65.21,-1.08,-1.6562,10412.35,67709.732,688286,敏芯股份,江苏,半导体,20200810,688286,敏芯股份,45,信息技术,4530,半导体,453010,集成电路,45301010,集成电路设计,-,-,3.41,-,False
4813,688287.SH,20250620,4.91,5.03,4.89,4.93,4.91,0.02,0.4073,18308.04,9060.264,688287,*ST观典,北京,航空,20220525,688287,*ST观典,20,工业,2010,航空航天与国防,201010,航空航天,20101010,航空,-,-,2.33,1.16,True
4814,688288.SH,20250620,27.86,28.12,27.35,27.41,27.69,-0.28,-1.0112,13265.38,36677.741,688288,鸿泉物联,浙江,IT设备,20191106,688288,鸿泉物联,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101030,汽车电子,-,105.66,3.86,-,False
4815,688289.SH,20250620,19.98,20.4,19.92,20.27,19.95,0.32,1.604,55308.37,112102.472,688289,圣湘生物,湖南,医疗保健,20200828,688289,圣湘生物,35,医药卫生,3510,医疗,351010,医疗器械,35101030,体外诊断,42.36,40.78,1.59,2.21,True
4816,688290.SH,20250620,51.24,51.73,48.63,49.65,51.65,-2.0,-3.8722,33836.64,168720.419,688290,景业智能,浙江,专用机械,20220429,688290,景业智能,20,工业,2040,机械制造,204020,专用机械,20402080,其他专用机械,158.88,153.69,4.69,0.27,False
4817,688291.SH,20250620,35.0,36.91,32.3,32.33,35.92,-3.59,-9.9944,119341.51,409980.365,688291,金橙子,北京,软件服务,20221026,688291,金橙子,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,91.27,78.30,2.97,0.37,False
4818,688292.SH,20250620,18.36,18.55,18.1,18.1,18.35,-0.25,-1.3624,9645.02,17594.173,688292,浩瀚深度,北京,通信设备,20220818,688292,浩瀚深度,50,通信服务,5020,通信设备及技术服务,502010,通信设备,50201020,通信系统设备及组件,81.06,114.46,2.74,0.64,False
4819,688293.SH,20250620,36.8,38.0,36.61,38.0,36.71,1.29,3.514,5160.37,19289.691,688293,奥浦迈,上海,生物制药,20220902,688293,奥浦迈,35,医药卫生,3520,医药,352040,制药与生物科技服务,35204010,制药与生物科技服务,208.30,271.67,2.08,1.69,True
4820,688295.SH,20250620,19.13,19.32,18.87,18.9,19.13,-0.23,-1.2023,20051.28,38249.787,688295,中复神鹰,江苏,化纤,20220406,688295,中复神鹰,15,原材料,1510,化工,151020,化学纤维,15102030,氨纶及其他化纤,-,-,3.84,-,False
4821,688296.SH,20250620,11.72,11.88,11.33,11.38,11.72,-0.34,-2.901,25468.43,29294.781,688296,和达科技,浙江,软件服务,20210727,688296,和达科技,45,信息技术,4510,计算机,451020,信息技术服务,45102010,系统集成服务,-,-,1.91,-,False
4822,688297.SH,20250620,48.1,48.42,47.5,47.7,49.02,-1.32,-2.6928,101977.69,487606.133,688297,中无人机,四川,航空,20220629,688297,中无人机,20,工业,2010,航空航天与国防,201010,航空航天,20101010,航空,-,-,5.92,-,False
4823,688298.SH,20250620,25.76,26.2,25.63,25.82,25.79,0.03,0.1163,20189.57,52372.805,688298,东方生物,浙江,医疗保健,20200205,688298,东方生物,35,医药卫生,3510,医疗,351010,医疗器械,35101030,体外诊断,-,-,0.79,-,True
4824,688299.SH,20250620,17.67,18.15,17.32,17.4,17.66,-0.26,-1.4723,75216.52,133195.893,688299,长阳科技,浙江,元器件,20191106,688299,长阳科技,45,信息技术,4520,电子,452030,光学光电子,45203010,面板,-,-,2.46,0.28,False
4825,688300.SH,20250620,43.27,44.44,42.65,42.85,43.07,-0.22,-0.5108,19969.35,86296.786,688300,联瑞新材,江苏,矿物制品,20191115,688300,联瑞新材,15,原材料,1540,非金属材料,154020,其他非金属材料,15402020,其他非金属材料,39.48,37.77,6.32,1.87,False
4826,688301.SH,20250620,85.04,88.55,85.04,87.2,85.04,2.16,2.54,28899.78,252192.083,688301,奕瑞科技,上海,医疗保健,20200918,688301,奕瑞科技,35,医药卫生,3510,医疗,351010,医疗器械,35101010,医疗设备,38.22,37.91,3.72,1.15,True
4827,688302.SH,20250620,48.69,49.22,47.3,47.65,48.8,-1.15,-2.3566,23125.77,111055.935,688302,海创药业-U,四川,生物制药,20220412,688302,海创药业,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,-,-,4.45,-,False
4828,688303.SH,20250620,18.49,19.19,18.22,18.43,18.39,0.04,0.2175,136647.33,255779.47,688303,大全能源,新疆,电气设备,20210722,688303,大全能源,20,工业,2030,电力设备,203010,发电设备,20301010,光伏设备,-,-,1.03,2.19,True
