,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,symbol,name,area,industry,list_date,证券代码,证券名称,一级行业代码,一级行业名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称,四级行业代码,四级行业名称,个股静态市盈率,个股滚动市盈率,个股市净率,个股股息率,is_up
0,000001.SZ,20250620,11.7,11.86,11.67,11.84,11.7,0.14,1.1966,1309197.82,1544541.881,000001,平安银行,深圳,银行,19910403,000001,平安银行,40,金融,4010,银行,401010,商业银行,40101010,综合性银行,5.05,5.15,0.44,8.33,True
1,000002.SZ,20250620,6.33,6.34,6.28,6.29,6.32,-0.03,-0.4747,524484.9,330716.435,000002,万科A,深圳,全国地产,19910129,000002,万科A,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,0.39,-,False
2,000004.SZ,20250620,8.92,8.97,8.52,8.57,8.9,-0.33,-3.7079,41510.0,35937.122,000004,*ST国华,深圳,软件服务,19910114,000004,*ST国华,45,信息技术,4510,计算机,451010,软件开发,45101010,通用软件,-,-,23.54,-,False
3,000006.SZ,20250620,6.53,6.78,6.51,6.78,6.55,0.23,3.5115,207266.28,137453.827,000006,深振业A,深圳,区域地产,19920427,000006,深振业A,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,1.72,-,True
4,000007.SZ,20250620,7.55,7.62,7.36,7.56,7.55,0.01,0.1325,65984.5,49498.028,000007,全新好,深圳,其他商业,19920413,000007,全新好,60,房地产,6010,房地产,601020,房地产管理与服务,60102010,房地产管理,48.75,47.80,15.20,-,True
5,000008.SZ,20250620,2.72,2.76,2.7,2.71,2.71,0.0,0.0,287782.87,78333.445,000008,神州高铁,北京,运输设备,19920507,000008,神州高铁,20,工业,2040,机械制造,204030,交通运输设备,20403010,城轨铁路,-,-,2.51,-,False
6,000009.SZ,20250620,7.89,8.04,7.89,7.92,7.92,0.0,0.0,118221.47,94253.106,000009,中国宝安,深圳,电气设备,19910625,000009,中国宝安,20,工业,2030,电力设备,203030,储能设备,20303020,电池部件及材料,121.32,77.44,2.07,0.55,False
7,000010.SZ,20250620,2.96,3.01,2.87,2.9,2.96,-0.06,-2.027,198391.44,57904.511,000010,美丽生态,深圳,建筑工程,19951027,000010,美丽生态,20,工业,2020,建筑装饰,202010,建筑与工程,20201020,基础设施建设,205.51,99.34,12.23,-,False
8,000011.SZ,20250620,8.2,8.27,8.15,8.21,8.2,0.01,0.122,28480.0,23379.491,000011,深物业A,深圳,房产服务,19920330,000011,深物业A,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,1.50,3.69,True
9,000012.SZ,20250620,4.55,4.58,4.55,4.56,4.56,0.0,0.0,51814.96,23638.13,000012,南玻A,深圳,玻璃,19920228,000012,南  玻A,15,原材料,1540,非金属材料,154010,建筑材料,15401020,玻璃,52.60,-,1.04,5.47,False
10,000014.SZ,20250620,11.36,11.48,11.21,11.25,11.35,-0.1,-0.8811,58014.0,65599.01,000014,沙河股份,深圳,全国地产,19920602,000014,沙河股份,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,171.31,-,1.75,1.86,False
11,000016.SZ,20250620,4.6,4.65,4.55,4.56,4.62,-0.06,-1.2987,205448.72,94355.113,000016,深康佳A,深圳,家用电器,19920327,000016,深康佳A,25,可选消费,2520,耐用消费品,252010,家用电器,25201020,黑色家电,-,-,4.79,-,False
12,000017.SZ,20250620,6.42,6.49,6.34,6.36,6.45,-0.09,-1.3953,125723.0,80434.294,000017,深中华A,深圳,服饰,19920331,000017,深中华A,25,可选消费,2530,纺织服装与珠宝,253020,珠宝与奢侈品,25302010,珠宝与奢侈品,290.48,250.49,14.00,-,False
13,000019.SZ,20250620,6.51,6.56,6.5,6.52,6.52,0.0,0.0,51097.78,33357.281,000019,深粮控股,深圳,农业综合,19921012,000019,深粮控股,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601040,贸易商,24.27,22.38,1.58,2.92,False
14,000020.SZ,20250620,14.01,15.2,13.5,13.65,14.58,-0.93,-6.3786,318963.6,450591.832,000020,深华发A,深圳,元器件,19920428,000020,深华发A,45,信息技术,4520,电子,452030,光学光电子,45203010,面板,95.42,94.04,8.56,-,False
15,000021.SZ,20250620,17.01,17.23,16.8,16.8,17.04,-0.24,-1.4085,163982.95,277925.566,000021,深科技,深圳,元器件,19940202,000021,深科技,45,信息技术,4520,电子,452010,电子终端及组件,45201040,安防设备及其他,28.57,26.91,2.19,0.76,False
16,000025.SZ,20250620,16.92,17.1,16.78,16.83,17.03,-0.2,-1.1744,50830.0,85951.231,000025,特力A,深圳,综合类,19930621,000025,特力A,60,房地产,6010,房地产,601020,房地产管理与服务,60102010,房地产管理,57.36,57.79,4.45,0.72,False
17,000026.SZ,20250620,11.5,11.56,11.22,11.25,11.46,-0.21,-1.8325,70573.0,80021.02,000026,飞亚达,深圳,服饰,19930603,000026,飞亚达,25,可选消费,2530,纺织服装与珠宝,253020,珠宝与奢侈品,25302010,珠宝与奢侈品,21.89,25.15,1.40,6.73,False
18,000027.SZ,20250620,6.32,6.35,6.28,6.3,6.33,-0.03,-0.4739,117227.6,73928.976,000027,深圳能源,深圳,火力发电,19930903,000027,深圳能源,55,公用事业,5510,公用事业,551010,电力及电网,55101010,火电,15.16,13.50,0.61,2.19,False
19,000028.SZ,20250620,24.82,24.95,24.81,24.84,24.81,0.03,0.1209,15982.7,39746.57,000028,国药一致,深圳,医药商业,19930809,000028,国药一致,35,医药卫生,3510,医疗,351020,医疗商业与服务,35102020,医药商业,22.07,24.38,0.79,2.67,True
20,000029.SZ,20250620,19.5,19.97,19.02,19.2,19.36,-0.16,-0.8264,55718.73,108410.537,000029,深深房A,深圳,区域地产,19930915,000029,深深房A,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,5.67,-,False
21,000030.SZ,20250620,5.69,5.74,5.65,5.7,5.7,0.0,0.0,56975.11,32437.851,000030,富奥股份,吉林,汽车配件,19930929,000030,富奥股份,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101010,汽车系统部件,15.20,15.19,1.27,4.18,False
22,000031.SZ,20250620,2.55,2.58,2.54,2.55,2.56,-0.01,-0.3906,76923.0,19634.656,000031,大悦城,深圳,全国地产,19931008,000031,大悦城,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,1.08,-,False
23,000032.SZ,20250620,19.0,19.0,18.46,18.47,18.75,-0.28,-1.4933,87378.36,162797.222,000032,深桑达A,深圳,建筑工程,19931028,000032,深桑达A,20,工业,2020,建筑装饰,202020,建筑装修,20202010,建筑装修,65.75,77.81,3.36,1.21,False
24,000034.SZ,20250620,35.9,36.3,35.26,35.38,35.98,-0.6,-1.6676,130757.64,465724.642,000034,神州数码,深圳,软件服务,19940509,000034,神州数码,25,可选消费,2550,零售业,255020,专营零售,25502010,专营零售,34.14,34.96,2.41,0.73,False
25,000035.SZ,20250620,4.27,4.3,4.25,4.25,4.27,-0.02,-0.4684,83305.75,35560.402,000035,中国天楹,江苏,环境保护,19940408,000035,中国天楹,20,工业,2050,环保,205010,污染治理,20501010,固废处理,38.59,58.73,0.99,0.46,False
26,000036.SZ,20250620,3.45,3.5,3.45,3.46,3.47,-0.01,-0.2882,86494.8,30035.226,000036,华联控股,深圳,全国地产,19940617,000036,华联控股,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,128.57,201.77,1.02,-,False
27,000037.SZ,20250620,8.84,8.9,8.44,8.45,8.92,-0.47,-5.2691,190200.1,164447.695,000037,深南电A,深圳,火力发电,19940701,000037,深南电A,55,公用事业,5510,公用事业,551010,电力及电网,55101010,火电,254.49,144.16,3.78,-,False
28,000039.SZ,20250620,7.69,7.73,7.66,7.72,7.71,0.01,0.1297,253787.5,195291.355,000039,中集集团,深圳,运输设备,19940408,000039,中集集团,20,工业,2040,机械制造,204030,交通运输设备,20403020,船舶及其他航运设备,14.30,12.38,0.85,0.28,True
29,000042.SZ,20250620,6.79,6.83,6.75,6.78,6.81,-0.03,-0.4405,39690.0,26950.757,000042,中洲控股,深圳,全国地产,19940921,000042,中洲控股,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,1.32,-,False
30,000045.SZ,20250620,11.09,11.15,10.73,10.73,11.1,-0.37,-3.3333,104830.0,113828.455,000045,深纺织A,深圳,元器件,19940815,000045,深纺织A,45,信息技术,4520,电子,452030,光学光电子,45203010,面板,62.40,62.34,1.88,1.24,False
31,000048.SZ,20250620,15.75,15.83,15.45,15.72,15.71,0.01,0.0637,40802.34,63814.742,000048,京基智农,深圳,区域地产,19941101,000048,京基智农,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,11.81,10.93,1.91,4.49,True
32,000049.SZ,20250620,21.55,21.92,21.53,21.58,21.52,0.06,0.2788,44864.93,97506.778,000049,德赛电池,深圳,电气设备,19950320,000049,德赛电池,20,工业,2030,电力设备,203030,储能设备,20303010,电池,19.63,19.41,1.22,1.57,True
33,000050.SZ,20250620,7.99,8.07,7.93,7.94,8.03,-0.09,-1.1208,113490.43,90765.198,000050,深天马A,深圳,元器件,19950315,000050,深天马A,45,信息技术,4520,电子,452030,光学光电子,45203010,面板,-,-,0.71,-,False
34,000055.SZ,20250620,3.95,3.98,3.91,3.91,3.96,-0.05,-1.2626,58579.53,23055.387,000055,方大集团,深圳,其他建材,19960415,000055,方大集团,20,工业,2020,建筑装饰,202020,建筑装修,20202010,建筑装修,30.03,34.42,0.71,1.23,False
35,000056.SZ,20250620,3.03,3.05,3.0,3.02,3.01,0.01,0.3322,119429.4,36050.26,000056,皇庭国际,深圳,其他商业,19960708,000056,皇庭国际,60,房地产,6010,房地产,601020,房地产管理与服务,60102020,房地产服务,-,-,13.18,-,True
36,000058.SZ,20250620,7.87,7.99,7.87,7.9,7.88,0.02,0.2538,44020.52,34848.486,000058,深赛格,深圳,商品城,19961226,000058,深赛格,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601020,市场服务,262.56,277.20,4.86,0.16,True
37,000059.SZ,20250620,5.56,5.56,5.06,5.08,5.59,-0.51,-9.1234,655605.72,340857.035,000059,华锦股份,辽宁,石油加工,19970130,000059,华锦股份,10,能源,1010,能源,101020,石油与天然气,10102020,燃油炼制,-,-,0.77,0.26,False
38,000060.SZ,20250620,4.45,4.48,4.43,4.43,4.46,-0.03,-0.6726,230945.09,102765.995,000060,中金岭南,深圳,铅锌,19970123,000060,中金岭南,15,原材料,1520,有色金属,152010,工业金属,15201030,铅锌,16.00,15.51,1.20,1.21,False
39,000061.SZ,20250620,6.35,6.38,6.3,6.31,6.34,-0.03,-0.4732,45837.2,29046.312,000061,农产品,深圳,农业综合,19970110,000061,农 产 品,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601020,市场服务,29.06,29.69,1.75,1.67,False
40,000062.SZ,20250620,24.14,24.42,24.0,24.04,24.19,-0.15,-0.6201,94104.95,227204.76,000062,深圳华强,深圳,元器件,19970130,000062,深圳华强,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601040,贸易商,122.98,100.29,3.71,1.72,False
41,000063.SZ,20250620,31.13,31.45,30.91,30.96,31.19,-0.23,-0.7374,390038.64,1212103.654,000063,中兴通讯,深圳,通信设备,19971118,000063,中兴通讯,50,通信服务,5020,通信设备及技术服务,502010,通信设备,50201020,通信系统设备及组件,17.87,18.51,2.08,4.13,False
42,000065.SZ,20250620,9.73,10.02,9.72,9.87,9.69,0.18,1.8576,141613.01,139466.273,000065,北方国际,北京,建筑工程,19980605,000065,北方国际,20,工业,2020,建筑装饰,202010,建筑与工程,20201040,专业工程,10.27,11.20,1.09,0.86,True
43,000066.SZ,20250620,14.2,14.26,13.9,13.97,14.22,-0.25,-1.7581,416329.82,585174.191,000066,中国长城,深圳,IT设备,19970626,000066,中国长城,45,信息技术,4520,电子,452010,电子终端及组件,45201010,电脑与外围设备,-,-,4.24,-,False
44,000068.SZ,20250620,3.24,3.3,3.24,3.24,3.25,-0.01,-0.3077,82949.0,27027.77,000068,华控赛格,深圳,环境保护,19970611,000068,华控赛格,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601040,贸易商,254.11,176.34,4.82,-,False
45,000069.SZ,20250620,2.22,2.24,2.22,2.22,2.23,-0.01,-0.4484,190726.0,42490.03,000069,华侨城A,深圳,全国地产,19970910,000069,华侨城A,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,0.35,-,False
46,000070.SZ,20250620,7.06,7.19,7.04,7.09,7.04,0.05,0.7102,119511.6,84798.038,000070,ST特信,深圳,通信设备,20000511,000070,ST特信,50,通信服务,5020,通信设备及技术服务,502010,通信设备,50201020,通信系统设备及组件,-,-,4.34,-,True
47,000078.SZ,20250620,2.38,2.4,2.36,2.37,2.38,-0.01,-0.4202,166922.0,39697.682,000078,海王生物,深圳,医药商业,19981218,000078,海王生物,35,医药卫生,3510,医疗,351020,医疗商业与服务,35102020,医药商业,-,-,3.63,-,False
48,000088.SZ,20250620,4.46,4.51,4.46,4.48,4.47,0.01,0.2237,99770.5,44814.353,000088,盐田港,深圳,港口,19970728,000088,盐田港,20,工业,2070,交通运输,207020,交通基本设施,20702020,港口,17.69,16.99,1.31,-,True
49,000089.SZ,20250620,6.91,6.97,6.89,6.94,6.92,0.02,0.289,59945.31,41552.876,000089,深圳机场,深圳,机场,19980420,000089,深圳机场,20,工业,2070,交通运输,207020,交通基本设施,20702010,机场,32.54,28.20,1.25,1.42,True
50,000090.SZ,20250620,3.46,3.49,3.46,3.47,3.47,0.0,0.0,98693.36,34303.658,000090,天健集团,深圳,建筑工程,19990721,000090,天健集团,20,工业,2020,建筑装饰,202010,建筑与工程,20201020,基础设施建设,10.51,11.57,0.45,7.16,False
51,000096.SZ,20250620,13.95,13.95,13.7,13.71,14.1,-0.39,-2.766,101036.01,139148.16,000096,广聚能源,深圳,石油贸易,20000724,000096,广聚能源,10,能源,1010,能源,101020,石油与天然气,10102040,油气流通及其他,77.33,71.69,2.66,0.39,False
52,000099.SZ,20250620,20.52,20.73,20.3,20.43,20.56,-0.13,-0.6323,92840.54,190334.851,000099,中信海直,深圳,空运,20000731,000099,中信海直,20,工业,2070,交通运输,207010,运输业,20701030,航空运输,54.62,53.27,3.06,0.59,False
53,000100.SZ,20250620,4.33,4.38,4.32,4.35,4.32,0.03,0.6944,1415942.89,617108.594,000100,TCL科技,广东,元器件,20040130,000100,TCL科技,45,信息技术,4520,电子,452030,光学光电子,45203010,面板,51.63,34.56,1.51,1.86,True
54,000151.SZ,20250620,11.82,11.99,11.8,11.88,11.82,0.06,0.5076,31688.0,37728.567,000151,中成股份,北京,商贸代理,20000906,000151,中成股份,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601040,贸易商,-,-,12.09,-,True
55,000153.SZ,20250620,5.91,5.95,5.84,5.9,5.91,-0.01,-0.1692,60351.6,35591.439,000153,丰原药业,安徽,化学制药,20000920,000153,丰原药业,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,17.80,18.85,1.39,3.36,False
56,000155.SZ,20250620,9.66,9.77,9.61,9.65,9.65,0.0,0.0,90180.03,87243.592,000155,川能动力,四川,新型电力,20000926,000155,川能动力,55,公用事业,5510,公用事业,551010,电力及电网,55101040,风电,25.32,33.59,1.75,1.60,False
57,000156.SZ,20250620,7.69,7.73,7.55,7.56,7.68,-0.12,-1.5625,101665.0,77394.359,000156,华数传媒,浙江,影视音像,20000906,000156,华数传媒,50,通信服务,5030,传媒,503020,文化娱乐,50302040,广播与电视,27.13,26.20,0.96,2.81,False
58,000157.SZ,20250620,7.07,7.1,7.05,7.05,7.09,-0.04,-0.5642,213221.85,150766.024,000157,中联重科,湖南,工程机械,20001012,000157,中联重科,20,工业,2040,机械制造,204020,专用机械,20402010,工程机械,17.55,15.39,1.06,4.49,False
59,000158.SZ,20250620,21.19,21.62,20.89,20.93,21.29,-0.36,-1.6909,348786.52,736584.505,000158,常山北明,河北,软件服务,20000724,000158,常山北明,45,信息技术,4510,计算机,451020,信息技术服务,45102010,系统集成服务,-,-,6.52,-,False
60,000159.SZ,20250620,6.39,6.95,6.29,6.54,6.47,0.07,1.0819,1105083.74,727660.623,000159,国际实业,新疆,石油贸易,20000926,000159,国际实业,10,能源,1010,能源,101020,石油与天然气,10102040,油气流通及其他,-,-,1.37,-,True
61,000166.SZ,20250620,4.78,4.83,4.77,4.78,4.78,0.0,0.0,598643.18,287420.288,000166,申万宏源,新疆,证券,20150126,000166,申万宏源,40,金融,4030,资本市场,403010,证券公司,40301010,证券公司,23.31,20.94,1.14,1.51,False
62,000301.SZ,20250620,8.11,8.18,8.07,8.16,8.15,0.01,0.1227,122941.02,99895.163,000301,东方盛虹,江苏,化纤,20000529,000301,东方盛虹,15,原材料,1510,化工,151030,化学原料,15103050,其他化学原料,-,-,1.57,1.22,True
63,000333.SZ,20250620,71.35,72.38,71.26,72.38,71.33,1.05,1.472,229864.21,1655767.156,000333,美的集团,广东,家用电器,20130918,000333,美的集团,25,可选消费,2520,耐用消费品,252010,家用电器,25201010,白色家电,14.24,13.35,2.39,-,True
64,000338.SZ,20250620,15.19,15.32,15.19,15.27,15.24,0.03,0.1969,308209.82,470134.245,000338,潍柴动力,山东,汽车配件,20070430,000338,潍柴动力,20,工业,2040,机械制造,204030,交通运输设备,20403030,商用车,11.83,11.71,1.51,4.30,True
65,000400.SZ,20250620,20.79,20.92,20.45,20.52,20.82,-0.3,-1.4409,103239.46,213215.025,000400,许继电气,河南,电气设备,19970418,000400,许继电气,20,工业,2030,电力设备,203020,电网设备,20302010,电网自动化,19.17,19.69,1.86,2.69,False
66,000401.SZ,20250620,4.27,4.35,4.27,4.31,4.27,0.04,0.9368,146254.12,63314.628,000401,冀东水泥,河北,水泥,19960614,000401,冀东水泥,15,原材料,1540,非金属材料,154010,建筑材料,15401010,水泥与混凝土,-,-,0.44,-,True
67,000402.SZ,20250620,2.75,2.76,2.71,2.71,2.74,-0.03,-1.0949,100536.0,27446.255,000402,金融街,北京,全国地产,19960626,000402,金 融 街,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,0.33,-,False
68,000403.SZ,20250620,18.24,18.43,18.15,18.31,18.27,0.04,0.2189,135734.99,248590.175,000403,派林生物,山西,生物制药,19960628,000403,派林生物,35,医药卫生,3520,医药,352010,生物药品,35201010,血液制品,23.25,24.32,2.16,1.48,True
69,000404.SZ,20250620,6.83,6.87,6.8,6.87,6.83,0.04,0.5857,70443.03,48125.078,000404,长虹华意,江西,家用电器,19960619,000404,长虹华意,25,可选消费,2520,耐用消费品,252010,家用电器,25201060,家电零部件及其他,10.70,10.23,1.14,3.61,True
70,000407.SZ,20250620,3.63,3.65,3.52,3.58,3.68,-0.1,-2.7174,499343.51,178552.292,000407,胜利股份,山东,供气供热,19960703,000407,胜利股份,55,公用事业,5510,公用事业,551020,燃气,55102010,燃气,25.45,23.92,1.00,1.62,False
71,000408.SZ,20250620,40.76,41.05,40.55,40.8,40.89,-0.09,-0.2201,43849.74,178774.738,000408,藏格矿业,青海,农药化肥,19960628,000408,藏格矿业,15,原材料,1510,化工,151010,农用化工,15101020,钾肥,24.62,22.71,4.39,0.64,False
72,000409.SZ,20250620,11.11,11.12,10.66,10.8,11.03,-0.23,-2.0852,238972.16,259188.461,000409,云鼎科技,山东,软件服务,19960627,000409,云鼎科技,45,信息技术,4510,计算机,451020,信息技术服务,45102010,系统集成服务,87.29,105.03,5.24,-,False
73,000410.SZ,20250620,6.37,6.4,6.32,6.34,6.36,-0.02,-0.3145,61208.0,38896.788,000410,沈阳机床,辽宁,机床制造,19960718,000410,沈阳机床,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,1900.89,845.24,13.11,-,False
74,000411.SZ,20250620,10.19,10.26,10.14,10.22,10.19,0.03,0.2944,20416.2,20843.935,000411,英特集团,浙江,医药商业,19960716,000411,英特集团,35,医药卫生,3510,医疗,351020,医疗商业与服务,35102020,医药商业,10.46,10.58,1.16,-,True
75,000415.SZ,20250620,3.12,3.14,3.09,3.1,3.13,-0.03,-0.9585,408886.0,127584.353,000415,渤海租赁,新疆,多元金融,19960716,000415,渤海租赁,40,金融,4020,其他金融,402010,其他金融服务,40201020,特殊金融服务,21.89,16.71,0.63,-,False
76,000417.SZ,20250620,5.38,5.45,5.38,5.4,5.4,0.0,0.0,49354.31,26740.916,000417,合百集团,安徽,百货,19960812,000417,合百集团,25,可选消费,2550,零售业,255010,一般零售,25501020,超市与便利店,22.79,27.04,0.91,1.97,False
77,000419.SZ,20250620,5.41,5.46,5.39,5.4,5.43,-0.03,-0.5525,47364.0,25712.194,000419,通程控股,湖南,百货,19960816,000419,通程控股,25,可选消费,2550,零售业,255010,一般零售,25501010,百货商店,20.15,25.13,0.87,2.15,False
78,000420.SZ,20250620,3.78,3.81,3.74,3.74,3.78,-0.04,-1.0582,538448.49,203161.229,000420,吉林化纤,吉林,化纤,19960802,000420,吉林化纤,15,原材料,1510,化工,151020,化学纤维,15102020,粘胶,350.47,647.55,2.21,-,False
79,000421.SZ,20250620,6.32,6.43,6.26,6.28,6.35,-0.07,-1.1024,114543.0,72314.288,000421,南京公用,江苏,供气供热,19960806,000421,南京公用,55,公用事业,5510,公用事业,551020,燃气,55102010,燃气,82.18,51.19,1.37,2.45,False
80,000422.SZ,20250620,11.8,11.86,11.48,11.54,11.81,-0.27,-2.2862,209364.0,243295.846,000422,湖北宜化,湖北,农药化肥,19960815,000422,湖北宜化,15,原材料,1510,化工,151030,化学原料,15103020,氯碱,19.66,23.33,1.73,2.64,False
81,000423.SZ,20250620,52.09,52.4,52.03,52.29,52.09,0.2,0.384,32907.62,171901.454,000423,东阿阿胶,山东,中成药,19960729,000423,东阿阿胶,35,医药卫生,3520,医药,352030,中药,35203020,中成药,22.28,21.31,3.23,5.43,True
82,000425.SZ,20250620,7.68,7.77,7.65,7.68,7.74,-0.06,-0.7752,447753.72,345031.523,000425,徐工机械,江苏,工程机械,19960828,000425,徐工机械,20,工业,2040,机械制造,204020,专用机械,20402010,工程机械,15.69,14.66,1.53,2.27,False
83,000426.SZ,20250620,15.37,15.47,14.99,15.04,15.39,-0.35,-2.2742,453234.29,686586.935,000426,兴业银锡,内蒙,铅锌,19960828,000426,兴业银锡,15,原材料,1520,有色金属,152010,工业金属,15201030,铅锌,18.76,17.13,3.47,0.42,False
84,000428.SZ,20250620,3.23,3.28,3.21,3.21,3.25,-0.04,-1.2308,175788.0,56884.945,000428,华天酒店,湖南,酒店餐饮,19960808,000428,华天酒店,25,可选消费,2540,消费者服务,254010,休闲服务,25401030,酒店,-,-,2.19,-,False
85,000429.SZ,20250620,13.66,13.86,13.62,13.84,13.66,0.18,1.3177,91402.22,126064.584,000429,粤高速A,广东,路桥,19980220,000429,粤高速A,20,工业,2070,交通运输,207020,交通基本设施,20702040,高速公路,18.40,15.98,2.59,3.98,True
86,000430.SZ,20250620,8.16,8.19,7.87,7.92,8.16,-0.24,-2.9412,110566.0,88195.75,000430,ST张家界,湖南,旅游景点,19960829,000430,ST张家界,25,可选消费,2540,消费者服务,254010,休闲服务,25401010,景点,-,-,12.30,-,False
87,000488.SZ,20250620,1.91,1.92,1.89,1.89,1.91,-0.02,-1.0471,146015.52,27769.369,000488,ST晨鸣,山东,造纸,20001120,000488,ST晨鸣,15,原材料,1550,造纸与包装,155020,纸类与林业产品,15502020,纸制品,-,-,0.73,-,False
88,000498.SZ,20250620,5.78,5.84,5.77,5.81,5.77,0.04,0.6932,63582.0,36941.285,000498,山东路桥,山东,建筑工程,19970609,000498,山东路桥,20,工业,2020,建筑装饰,202010,建筑与工程,20201020,基础设施建设,3.93,3.92,0.37,3.57,True
89,000501.SZ,20250620,8.36,8.42,8.36,8.36,8.37,-0.01,-0.1195,46951.0,39354.591,000501,武商集团,湖北,百货,19921120,000501,武商集团,25,可选消费,2550,零售业,255010,一般零售,25501010,百货商店,30.37,29.82,0.59,1.74,False
90,000503.SZ,20250620,9.88,9.93,9.8,9.83,9.85,-0.02,-0.203,70465.0,69411.856,000503,国新健康,山东,软件服务,19921130,000503,国新健康,45,信息技术,4510,计算机,451010,软件开发,45101020,行业应用软件,-,-,7.26,-,False
91,000504.SZ,20250620,8.61,9.23,8.61,8.98,8.79,0.19,2.1615,67501.03,60474.847,000504,*ST生物,湖南,医疗保健,19921208,000504,*ST生物,35,医药卫生,3520,医药,352040,制药与生物科技服务,35204010,制药与生物科技服务,-,-,11.72,-,True
92,000505.SZ,20250620,6.17,6.24,6.16,6.18,6.18,0.0,0.0,54102.01,33475.701,000505,京粮控股,海南,食品,19921221,000505,京粮控股,30,主要消费,3010,食品、饮料与烟草,301030,食品,30103020,调味品与食用油,177.77,286.09,1.47,1.11,False
93,000506.SZ,20250620,9.09,9.36,8.9,9.01,9.17,-0.16,-1.7448,393972.73,358528.627,000506,中润资源,山东,黄金,19930312,000506,中润资源,15,原材料,1520,有色金属,152020,贵金属,15202010,黄金,-,-,16.55,-,False
94,000507.SZ,20250620,5.38,5.54,5.34,5.44,5.35,0.09,1.6822,269145.42,146814.234,000507,珠海港,广东,港口,19930326,000507,珠海港,20,工业,2070,交通运输,207020,交通基本设施,20702020,港口,17.73,16.53,0.85,-,True
95,000509.SZ,20250620,3.16,3.21,3.11,3.11,3.15,-0.04,-1.2698,78943.0,24856.688,000509,华塑控股,四川,元器件,19930507,000509,华塑控股,45,信息技术,4520,电子,452030,光学光电子,45203010,面板,-,-,25.60,-,False
96,000510.SZ,20250620,4.97,5.0,4.89,4.91,5.0,-0.09,-1.8,270176.01,133337.173,000510,新金路,四川,化工原料,19930507,000510,新金路,15,原材料,1510,化工,151030,化学原料,15103020,氯碱,-,-,2.70,-,False
97,000513.SZ,20250620,36.12,36.59,35.79,35.87,36.42,-0.55,-1.5102,69941.97,252608.601,000513,丽珠集团,广东,化学制药,19931028,000513,丽珠集团,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,16.45,16.24,2.39,3.71,False
98,000514.SZ,20250620,4.3,4.34,4.25,4.27,4.32,-0.05,-1.1574,127244.1,54629.391,000514,渝开发,重庆,区域地产,19930712,000514,渝开发,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,40.36,0.97,0.27,False
99,000516.SZ,20250620,5.07,5.09,5.04,5.05,5.07,-0.02,-0.3945,135412.0,68426.462,000516,国际医学,陕西,医疗保健,19930809,000516,国际医学,35,医药卫生,3510,医疗,351020,医疗商业与服务,35102010,医疗服务,-,-,3.17,-,False
100,000517.SZ,20250620,1.77,1.79,1.76,1.77,1.78,-0.01,-0.5618,135361.0,23982.794,000517,荣安地产,浙江,区域地产,19930806,000517,荣安地产,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,0.98,17.78,False
101,000518.SZ,20250620,2.59,2.74,2.59,2.67,2.62,0.05,1.9084,202124.4,53961.954,000518,*ST四环,江苏,生物制药,19930908,000518,*ST四环,35,医药卫生,3520,医药,352010,生物药品,35201030,其他生物药品,-,-,7.41,-,True
102,000519.SZ,20250620,17.9,18.15,17.61,17.66,18.22,-0.56,-3.0735,660819.75,1178948.915,000519,中兵红箭,湖南,专用机械,19931008,000519,中兵红箭,20,工业,2010,航空航天与国防,201020,国防装备,20102010,国防装备,-,-,2.38,0.32,False
103,000520.SZ,20250620,5.19,5.7,5.07,5.35,5.32,0.03,0.5639,1389446.97,755279.625,000520,凤凰航运,湖北,水运,19931025,000520,凤凰航运,20,工业,2070,交通运输,207010,运输业,20701040,航运,-,-,11.69,-,True
